7069853,Why do I need to keep informed?,"It may be tempting to try to block out the world altogether to avoid bad news, but it's important to keep yourself informed. We all have to step up during a pandemic because we all have a part to play in reducing the spread of the virus. It's important that you know what must be done and how you should do it. This is important for the health of your neighbours and your own mental health, and taking action can help counter difficult feelings like hopelessness and despair. 
 One study from people in China found that people who had reliable up-to-date information about the coronavirus and COVID-19 illness and accurate instructions on how they should act (such as instructions around hand-washing and wearing a mask) felt more resilient and felt better able to handle the virus. People who received good, accurate information reported lower levels of stress, anxiety, and depression. This research is available for free at www.mdpi.com/1660-4601/17/5/1729. 
 Of course, it's okay to set limits. Staying informed does not mean that you have to follow the news all day. Check in a few times a day, sticking to trusted sources and media outlets. While social media can be a great way to keep in touch with family and friends, social media can also amplify bad advice, vague or untrue stories, and other unhelpful information. Be sure to use good critical thinking skills."
,The reason why I need to keep informed?,
,What are some benefits for me if I keep imofrmed?,
,The purpose of keeping informed,
,What is the purpose of keeping informed?,
4181750,How can I tell if health information is good or bad?,"Anyone can post anything online. It's up to the readers to think critically about information to decide if it seems helpful, truthful, or safe. Here are key points to keep in mind as you determine which information is worth considering and which information doesn't pass the test. 
 It's so easy to spread information online, and we can't assume that the source we're reading or watching is the original source. Before you can evaluate anything, you need to know where the claims come from and determine if it's a reliable source. 
 Reliable sources on the coronavirus and COVID-19 illness include the World Health Organization (WHO), Government of Canada ministries and agencies like Health Canada and the Public Health Agency of Canada, the Government of BC ministries and agencies like the BC Ministry of Health, and the BC Centre for Disease Control (BCCDC). Scientists and researchers at universities and other institutions and health sciences professionals are also important sources of information. 
 Headlines and titles need to be simple and short, so they can sometimes be misleading on their own. They may also be purposefully shocking or controversial to entice you to click to read more. 
 Websites that belong to governments, government-funded agencies, well-known health providers, universities, or groups of medical professionals are generally the most reliable. Be careful of sites that don't list the author or don't tell you much about themselves. Double-check the author and the credentials of any 'experts' quoted or cited to see if they are actually experts in the topic being discussed. 
 Can you find other evidence from other sources to support the claims? Does the author list their sources? Are the sources legitimate, like research journals? 
 Unhelpful sources want you to feel a certain way: scared, angry, distrustful, vulnerable. Phrases like ""Skyrocketing rates of infection"" are sensational and they're meant to make people feel afraid. On the other hand, factual statements like ""We have 50 new cases in BC"" give you important information without playing into your emotions. Helpful news or information sources want you feel informed and empowered. 
 Who is paying for the site? What products or services are being advertised? What links or other sites do they promote? Are you learning something from a story or experience, or are you simply being directed to buy a product or service? 
 Social media can be a great way to keep in touch with family and friends, especially as we practice physical distancing or self-isolation. Social media can also be an important way to learn from health experts and connect to support services and mutual aid groups in your community. 
 Like any other source of information, it's important to use good critical thinking skills when you use social media. Studies find that searching for health information on social media generally has very mixed results. You'll see both very poor-quality sources next to good-quality sources, and it's up to you to decide which is which. In addition, social media posts tend to be short and rarely capture everything you need to consider. They are generally useful as a way to start learning or exploring different points of view rather than a place to gather all the information. 
 Visit www.mediasmarts.ca to learn more about digital and media literacy 
 Visit www.healthnewsreview.org to learn more about thinking critically around health claims (this resource is no longer updated daily, but all toolkits and lessons are still available) 
 This page is adapted from the Evaluating Mental Health and Substance Use Information info sheet."
,What should I do if health inforamtion is bad?,
,How to tell others about good or bad health information?,
,How to identify good or bad health information?,
,Good or bad health information identification,
2554141,Why do I need a plan?,"There are a lot of things you can't control. You can't control what happens next, how governments respond, or how your neighbours react to the pandemic. What you can do is make a plan and decide how you'll manage the things you do control, like your ability to stay safe, follow public health measures, stay connected with loved ones, and take care of your mental and physical health. 
 Events like a pandemic change a lot over time, and that uncertainty can add to fear and stress. The truth is that we don't know what will happen next?€?but that doesn't mean we're all helpless. You can do a lot. You can: 
 Map out a daily schedule, including times you can connect with loved ones online or by phone 
 Plan out daily tasks and goals 
 Give yourself a schedule to look up current information 
 Make sure you have 14 days of healthy food and household supplies at home 
 Keep medications on hand and talk to your doctor for advice if you're at increased risk 
 Educate yourself on public health measures and figure out how you'll follow those instructions 
 Figure out how you'll manage increased childcare demands, working for home, or other changes to your usual routine 
 Determine if you'll need financial supports like the Canada Emergency Response Benefit or BC Temporary Rent Supplement if your job is affected by COVID-19. If you anticipate a need, you can find application instructions and gather any documents or other pieces of information ahead of time 
 Figure out how you'll manage times when you feel overwhelmed or hopeless, like calming activities, the number for a local support or crisis line, a video chat with a loved one, or a way to connect with your mental health care provider 
 Look for local support organizations, neighbourhood groups, or mutual aid groups if you need extra help or support or would like to help others in your community 
 Some planning will be straightforward, but you may also encounter situations or times when it's harder to see a solution or good plan of action. This is a great time to practice problem-solving skills. Problem-solving is a method that helps you break down a complicated situation into manageable pieces, look for realistic and unbiased information, brainstorm possible solutions, and test the solutions that you think might work well. Problem-solving is a helpful skill no matter what else is going on in the world, and it's an empowering, methodical approach when you might otherwise feel overwhelmed or lost. 
 Check out the following resources for more information about problem-solving: 
 Wellness Module 4: Problem-Solving: www.heretohelp.bc.ca/wellness-module/wellness-module-4-problem-solving 
 Problem-solving worksheet from Anxiety Canada: www.anxietycanada.com/sites/default/files/ProblemSolving.pdf 
 Effective Problem-Solving in The Antidepressant Skills Workbook: psychhealthandsafety.org/asw"
,The reason I need a plan,
,The benefits if I need a plan,
,advantages of having a plan ,
,Why should I do plan scheduling?,
9100298,How can I maintain social connections? What if I feel lonely?,"A lot of people are alone right now, but we don't have to be lonely. We're all in this together. 
 While you may be physically separated from friends, family members, and other loved ones, it has never been more important to maintain those social connections. Social connections are an opportunity to seek and share support, talk through difficult feelings, share a laugh, keep up-to-date with loved ones, and help each other cope. This pandemic is a lot for one person to deal with on their own. While measures like physical distancing and self-isolation are necessary to slow the spread of the virus, the physical separation can amplify a lot of challenging emotions like loneliness and fear. 
 Think about the different ways to connect that are most meaningful for you. For example, you might prefer a video chat over a phone call, or you might prefer to text throughout the day rather than one set time for a video call. Then, work with your social networks to make a plan. You might video chat with your close friends in the evening and phone a family member once a week. 
 Remember to be mindful of people who may not be online. Check in by phone and ask how you can help. 
 The quality of your social connections matter. Mindlessly scrolling through social media and liking a few posts usually doesn't build strong social connections. Make sure you focus on strategies that actually make you feel included and connected. If your current strategies don't help you feel connected, problem-solve to see if you can find a solution. 
 Everyone feels lonely at times?€?maybe you recently moved to a new city, are changing your circle of friends, lost someone important in your life, or lost your job and also lost important social connections with coworkers. Other people may have physical connections to others but may feel like their emotional or social needs aren't met. Measures like social distancing or self-isolation can make loneliness feel worse no matter why you feel lonely now. 
 Reach out to the connections you do have. Suggest ways to keep in touch and see if you can set a regular time to connect. People may hesitate to reach out for a lot of different reasons, so don't be afraid to be the one who asks. 
 Look for local community support groups and mutual aid groups on social media. This pandemic is bringing everyone together, so look for opportunities to make new connections. These groups are a great way to share your skills and abilities or seek help and support. 
 Look for specialized support groups. Support groups are moving online, and there are a lot of different support lines to call if you need to talk to someone. To find community services in BC, call or text 211 or visit www.bc211.ca. 
 If you need extra support, you can talk with a psychologist or counsellor for free: 
 You can access a free phone call with a Registered Psychologist though the Covid-19 Psychological Support Service from the BC Psychological Association. Visit www.psychologists.bc.ca/covid-19-resources. 
 You can access free, phone-based, short-term support with a counsellor from a new group called the BC COVID-19 Mental Health Network. Email bccovidtherapists@gmail.com to receive an appointment time. 
 For youth people ages 12-24, you can talk with a counsellor for free through Foundry Virtual. Visit foundrybc.ca/get-support/virtual/. 
 Call the BC Mental Health Support Line at 310-6789. It?€?s available 24/7. 
 Chat online with a Crisis Center volunteer at www.crisiscentrechat.ca (daily between noon and 1:00am) 
 For older adults: Call the Seniors Distress Line at 604-872-123 
 For youth and young adults: Chat online with a volunteer at www.YouthinBC.com (daily between noon and 1:00am) 
 For children and youth: Call the Kids Help Phone at 1-800-668-6868 or visit kidshelpphone.ca 
 For tips on managing loneliness, check out the following resources: 
 Coping with Loneliness from the Canadian Mental Health Association: cmha.bc.ca/documents/coping-with-loneliness/ 
 Loneliness and Social Connection issue of Visions Journal at www.heretohelp.bc.ca/visions/loneliness-and-social-connection-vol14 
 Wellness Module 3: Social Support at www.heretohelp.bc.ca/wellness-module/wellness-module-3-social-support"
,How to maintain own social connections?,
,How should I do if I feel lonely?,
,Feeling lonely?,
,No social connections?,
2884887,How can I take care of my physical health?,"Taking care of your physical health is also good for your mental health. It's more important than ever to keep yourself healthy. 
 Try to eat as well as you can. It may be easier to reach for unhealthier comfort foods and snacks while you spend more time at home, but try to keep a balanced approach. When you stock up on groceries, don?€?t ignore fresh fruit and vegetables?€?we still have everything we need to prepare food. Now that we're advised to limit the amount of time we spend in public spaces like grocery stores, this is a great time to try out new fruits and vegetables that keep at home for longer periods of time. 
 If it's safer for you to stay home or you are in self-isolation, reach out for help. Many grocery stores and meal prep services offer safe, no-contact delivery. You can also ask family or friends to bring you groceries, or look for local COVID-19 support groups on social media. It's safest if others leave food and other supplies outside of your door to avoid spreading the virus. 
 Exercise is an important part of mental health and well-being, stress management, and health sleep. However, it's something that many people give up when they start to feel stressed or overwhelmed. 
 If it's safe for you to do so, spend time outside. You should still avoid busy areas or groups and stay at least two metres away from others, but there is no reason to avoid walks, runs, or other safe outdoor activities. (Note that some municipalities, BC Parks, and Parks Canada have restricted some outdoor spaces to reduce crowds, so check the status of your local parks or trails and respect closures?€?they're just keeping everyone safe.) 
 If you prefer to exercise indoors, you can also find many different exercises classes online. You can try yoga, follow a barre class, work on your cardio, pick up a new dumbbell routine, and keep up with Crossfit WODs from the comfort of your living room. Look for no-equipment exercise routines or classes if you don't already have equipment. 
 Poor sleep can make even simple problems feel a lot worse than they really are. Poor sleep can affect your mood, your outlook, and your patience. Unfortunately, stress and anxiety can really take a toll on your sleep. If you're having a hard time sleeping, be proactive and practice healthy sleep habits. For more, check out Wellness Module 6: Getting a Good Night's Sleep at www.heretohelp.bc.ca/wellness-module/wellness-module-6-getting-a-good-nights-sleep. 
 If you have other health problems like a chronic illness, check in with your doctor or health care team to see if you need to take any additional measures or precautions. Remember to plan ahead and do what you can to keep prescription or over-the-counter medications, medical supplies, supplements, or other health needs on hand."
,How to take care of physical health?,
,Several tips of physical health,
,About physical health,
,Taking care of my physical health,
9250044,How can I use distraction to manage difficult thoughts or feelings?,"Distraction is a very valid tool to help you cope when everything feels overwhelming or when you feel lonely or isolated. 
 If you don't have a lot of energy or focus right now, try low-effort distractions like watching TV, browsing Youtube, listening to a podcast or audiobook, playing a game on your phone, reading an easy book or magazine, or working on a simple art project. 
 If you have more energy and focus, give yourself a to-do list every day: you can clean and take care of projects around your home, work on hobbies, connect with family or friends, read a new book and catch up on your favourite TV shows. You can find interesting opportunities to take online courses from universities all over the world through MOOCs and other online learning platforms, you can learn a new language online or through apps, and you can learn new hobbies and activities. As more people have to practice social distancing or self-isolation, people are finding creative ways to bring the world into their homes: you can tour museums and art galleries, Skype with a scientist, watch animals at zoos and nature preserves, and more. 
 When normal schedules are disrupted, it's easy to fall into unhelpful habits. Look for ways to keep yourself on track with healthier habits. You could set yourself goals every day or turn activities into a fun competition with friends or family?€?whoever takes the most language classes wins! 
 Many communities are using social media platforms like Facebook to organize support and help for neighbours. If you are healthy and it's safe to do so, you can sign up to walk dogs, pick up groceries and household supplies, and help others who can't go out at the moment. This can be a great way to make new connections in your area, and helping others is good for your own mental health. Just be sure to follow good hygiene practices and physical distancing?€?your own health is important."
,How to use distraction to manage feelings?,
,Useful tips to manage diffcult thoughts by using distraction,
,Distraction on emotion management ,
,Why should I use distraction when I feel depressed?,
3597720,How can I reframe the situation and find more balanced perspectives?,"How you think about something impacts your feelings and your behaviours. 
 When we feel stressed out, angry, or fearful, it's hard to look at the situation realistically and see all of the options we have. (Remember: we all control our own actions and reactions, no matter what's going on in the world. We can call do something about this pandemic.) 
 People often overestimate the negative parts?€?their own feelings, their own abilities to manage a difficult situation, or the situation itself?€?and underestimate positive parts?€?their own abilities to care for themselves and loved ones, their support networks, and opportunities. 
 How does the thought ""We're never going to make it through this!"" make you feel? It likely doesn't feel good?€?and it isn't even true. 
 Challenging negative, unhelpful thoughts can improve your mood, validate your ability to get through this, and help you see new options or opportunities to stay well. 
 Stop and notice thoughts that come up. How do they make you feel? Do your thoughts seem realistic if you look at the situation more objectively? How can you reframe the thought to make it more productive or hopeful? Can you find any positive aspects or think of new ways to approach the situation? 
 Here are a few example: 
 ""I'm so mad that my event was cancelled! This sucks!"" 
 ""I know this is the safer option for everyone. When it's rescheduled, I'll enjoy it more because I won't have to worry about getting sick or spreading the illness."" 
 ""I hate spending so much time at home. This is so boring."" 
 ""I'm doing my part to keep my neighbours safe. It's worth it because it keeps people healthy."" 
 ""I'm having a hard time getting used to my new schedule. This is so frustrating."" 
 ""I'll get used to this soon, just like I adapted the last time I had to change my schedule. Now that I'm home more, I'll have more time to finish the projects I haven't touched in months and I'm excited to see the end results. 
 ""I'm really scared and I don't know what to do. I feel so overwhelmed right now."" 
 ""It makes sense that I feel scared?€?people are getting sick and we don't know when things will go back to normal. But there are a lot of things I can do to keep healthy, and I'm going to do some research so I can do my best. When I focus on the things I can do, everything feels more manageable."" 
 ""We're going to be stuck inside forever. I'm already sick of this."" 
 ""I understand that it will take some time to manage COVID-19, and I trust that health care professionals and scientists are working as fast as they can. I know this will end eventually and life will go back to normal."" 
 The goal is not to ignore the bad or uncomfortable parts of the situation or deny that there's a problem. Instead, this exercise can help you understand the situation more realistically and see the parts that you can control right now."
,How to refreame current situation,
,How to find a more balanced perpectives of myself?,
,Situation refream tips,
,Are there any ways to find more balanced perspective?,
7535002,How can I challenge thinking traps?,"What you tell yourself about a situation affects how you feel and what you do. Sometimes your interpretation of a situation can get distorted and you only focus on the negative aspects?€?this is normal and expected. However, when you interpret situations too negatively, you might feel worse. You're also more likely to respond to the situation in ways that are unhelpful in the long term. 
 These automatic thoughts and assumptions are sometimes called thinking traps. Everyone falls into unbalanced thinking traps from time to time. You're most likely to distort your interpretation of things when you already feel sad, angry, anxious, depressed or stressed. You're also more vulnerable to thinking traps when you're not taking good care of yourself, like when you're not eating or sleeping well. 
 Here are some common thinking traps: 
 Thinking that a negative situation is part of a constant cycle of bad things that happen. People who overgeneralize often use words like ""always"" or ""never."" 
 I was really looking forward to that concert, and now it?€?s cancelled. This always happens to me! I never get to do fun things! 
 Seeing things as only right or wrong, good or bad, perfect or terrible. People who think in black and white terms see a small mistake as a total failure. 
 I wanted to eat healthier, but I ate too many snacks today. This plan is a total failure! 
 Saying only negative things about yourself or other people. 
 I made a mistake. I'm stupid! My boss told me that I made a mistake. My boss is a total jerk! 
 Predicting that something bad will happen without any evidence. 
 I've been doing what I can to stay home and reduce the risks, but I just know that I'm going to get sick. 
 Focusing only on the negative parts of a situation and ignoring anything good or positive. 
 I know there's a lot I can do at home, but I'm just so sick of this. Everything is terrible. 
 Believing that bad feelings or emotions reflect the situation. 
 I feel scared and overwhelmed right now, so that must mean everything is very bad and will never get better. 
 Telling yourself how you ""should"" or ""must"" act. 
 I should be able to handle this without getting upset and crying! 
 Here are helpful strategies to challenge common thinking traps. Many people find their mood and confidence improve after working through these skills. You can also find worksheets to help you go through each step at www.heretohelp.bc.ca. 
 Don't try to get out of a thinking trap by just telling yourself to stop thinking that way. 
 This doesn't let you look at the evidence and challenge the thinking trap. When you try and push upsetting thoughts away, they are more likely to keep popping back into your mind. 
 Ask yourself the following questions when something upsetting happens: 
 What is the situation? What actually happened? Only include facts that everyone would agree on. 
 What are your thoughts? What are you telling yourself? 
 What are your emotions? How do you feel? 
 What are your behaviours? How are you reacting? What are you doing to cope? 
 Take a look at the thoughts you've listed. Are you using any of the thinking traps and falling into distorted thinking patterns? It's common to fall into more than one thinking trap. Go back to the thinking trap list and identify which ones apply to you and your current situation. 
 The best way to break a thinking trap is to look at your thoughts like a scientist and consider the hard facts. Use the evidence you've collected to challenge your thinking traps. Here are some ways to do that: 
 Try to find evidence against the thought. If you make a mistake at work, you might automatically think, ""I can't do anything right! I must be a terrible employee!"" When this thought comes up, you might challenge it by asking, ""Is there any evidence to support this thought? Is there any evidence to disprove this thought?"" You might quickly realize that your boss has complimented your work recently, which doesn't support the idea that you're a bad employee. 
 Ask yourself, ""Would I judge other people if they did the same thing? Am I being harder on myself than I am on other people?"" This is a great method for challenging thinking traps that involve harsh self-criticism. 
 Find out whether other people you trust agree with your thoughts. For example, you might have trouble with one of your kids and think, ""Good parents wouldn't have this kind of problem."" To challenge this thought, you can ask other parents if they've ever had any problems with their kids. 
 Test your beliefs in person. For example, if you think that your friends don't care about you, call a few friends and make plans to start a regular video call. If you assumed that they will all say no, you may be pleasantly surprised to hear that they do want to see you. 
 Once you have worked through some challenges, try to think of a more balanced thought to replace the old thinking traps. Let's use the following example: 
 I feel sad and overwhelmed. I'm having a hard time figuring out what to do. 
 I'm the worst! I should be able to handle this! 
 Labeling 
 'Should' statements 
 Examine the evidence: I have a lot of challenges right now. I'm worried about my family and everything seems to change so quickly. I've successfully handled complicated situations in the past, so I know I can do this. 
 It's okay to feel upset right now?€?there's a lot going on. I'm going to think about how I got through past situations and see what worked for me. I'm trying to do a lot on my own, so I'm going to talk to my family so we can make a plan and work together. 
 Try the Healthy Thinking Worksheet at www.heretohelp.bc.ca 
 Check out Anxiety Canada's articles Helpful Thinking and Thinking Traps 
 This page is adapted from Wellness Module 8: Healthy Thinking at www.heretohelp.bc.ca/wellness-module/wellness-module-8-healthy-thinking."
,How to cope with thinking traps?,
,Overcome thinking traps,
,Useful ways to challenge thinking traps,
,How should I get rid of thinking traps?,
4134858,How can I manage grief?,"While a lot of people think of grief in terms of losing a person or pet, grief can come up whenever you lose something important. This includes: 
 Losing security, like losing your job or wondering how long you'll be able to pay rent 
 Losing stability or routine, like finding yourself working from home or navigating childcare closures 
 Losing your sense of safety, like fearing you or someone you love might end up with COVID-19 
 Losing your social relationships, like missing time with family and friends now that everyone must practice physical distancing or self-isolation 
 Losing hope for the future, like feeling that life will never go back to normal 
 Losing important goals, like finding your classes, sports competitions, or performances are cancelled for the foreseeable future 
 Losing important milestone celebrations like graduation ceremonies and weddings 
 Grief bring up complicated feelings. You might feel sad, angry, frustrated, fearful, or hopeless. You may have a hard time eating or sleeping, or feel very tense. You may feel overwhelmed and tired. You may wonder if life will ever feel normal again. 
 Everyone grieves in their own way and their own time. Here are some strategies to try as you navigate your own journey. 
 Acknowledge and express your feelings in a healthy way. Give your feelings a name and find healthy ways to express them, such as by talking with a friend, writing in a journal, or making art. 
 Give yourself as much time as you need. Grief follows its own schedule. Give yourself permission to use this time to take care of your well-being. Let go of expectations, tasks, or other obligations that can wait. 
 Seek support. Grief can feel very isolating, even though a lot of people are experiencing some sort of loss right now. Reach out to friends or family and share your feelings. Look for ways to help and support each other. 
 Take care of yourself. Ignoring health and well-being can make difficult experiences feel worse. Eat as well as you can, try to get enough sleep, spend time outside if it's safe for you to do so, and exercise regularly. Think about self-care activities or strategies that have helped you cope with challenging situations in the past and make time for those activities. 
 Know that feelings of grief will pass. Grief may feel intense at times, but those feelings will become more manageable over time and will eventually pass. 
 Connect with a mental health professional if you're having a hard time. If you're having a hard time getting through the day, coping in unhealthy ways, or having a hard time managing difficult thoughts or feelings, it's a good idea to seek help from a professional like a psychologist or counsellor?€?many now offer online or phone appointments. To find help: 
 For everyone 
 BC Psychological Association: Find a Registered Psychologist at www.psychologists.bc.ca/find_psychologist 
 BC Association of Clinical Counsellors: Find a Registered Clinical Counsellor at bc-counsellors.org 
 BC Mental Health Support Line: call 310-6789 (no area code) for to learn about services in your area or just to talk with someone right now 
 For young people 
 Kids Help Phone: Talk to a counsellor at 1-800-668-6868 or chat at kidshelpphone.ca (available 24/7) 
 Foundry: Contact your local Foundry office at foundrybc.ca for Foundy Virtual and information about local resources (for youth ages 12-24) 
 Youth in BC: Chat with a crisis line responder at youthinbc.com (available every day from noon ?€? 1:00am) 
 That Discomfort You're Feeling Is Grief in Harvard Business Review at hbr.org/2020/03/that-discomfort-youre-feeling-is-grief 
 Grieving from the Canadian Mental Health Association at cmha.ca/documents/grieving 
 Coping with Grief and Loss from Mind Your Mind at mindyourmind.ca/wellness/coping-grief-and-loss"
,How can I cope with my grief?,
,Overcome grief,
,Some tips to get rid of grief,
,Grief Management,
9676742,"How can I find a doctor, psychiatrist, psychologist, or counsellor?","To find a family doctor (general physician), visit the College of Physicians and Surgeons of BC to use their Find a Physician tool. You can also see a family doctor at a local walk-in clinic, though it?€?s helpful to find a regular doctor if you have ongoing care needs. You can also find a psychiatrist through the College of Physicians and Surgeons of BC. Be aware that you almost always need a doctor?€?s referral to see a psychiatrist. 
 You can find a registered psychologist through the BC Psychological Association and the College of Psychologists of BC. 
 To find a clinical counsellor, visit the BC Association of Clinical Counsellors. 
 For more on the differences between these service providers, see the article The Right Path for You: Finding your way to and through services in BC from the Finding the Right Help ?€? Navigating the System issue of Visions Journal."
,"Find a doctor, psychiatrist, psychologist, or counsellor?",
,"How to find a doctor, psychiatrist, psychologist, or counsellor?",
,Find a doctor,
,Find a psychiatrist or psychologist or counsellor?,
2612846,How can I see a psychiatrist?,"A psychiatrist is a specialist doctor. In BC, you need to ask your doctor for a referral. If you don't see a regular family doctor, you can ask any doctor at a walk-in clinic for a referral. 
 In some cases, you may be able to ""self-refer"" or make an appointment with a mental health program yourself, but that may not get you access to a psychiatrist. Contact your local mental health centre to see what's available in your area. You can search for mental health centres at www.gov.bc.ca/mentalhealth. If you need help finding your local mental health centre, call HealthlinkBC at 811 or visit www.healthlinkbc.ca and use the Find Health Service tool."
,How to see psychiatrist?,
,See psychiatrist,
,How to book appointment for psychiatrist?,
,Appointment for psychiatrist ,
3166337,How can I see a psychologist?,"To find a Registered Psychologist, visit the BC Psychological Association. You can make an appointment on your own. You don?€?t need a doctor?€?s referral to see a psychologist. 
 Registered Psychologists are not usually covered by MSP, so you?€?ll have to pay for the cost of the appointment yourself. Workplace extended health benefits or Employee (Family) Assistance Programs may cover some costs. Some psychologists offer a sliding scale based on your income. If you?€?re facing financial hardship, you can ask when you make the appointment. 
 If you want to learn more about lower-cost options to access counselling (though not usually by Registered Psychologists), email us with your location and our information and referrals team can see what options there may be in your community. 
 If you see a Registered Psychologist through a public mental health centre like a mental health team or outpatient psychiatry program, it will still be covered by MSP. Talk to your care provider if you have questions or want to learn more."
,How to see psychologist?,
,See psychologist,
,How to book appointment for psychologist?,
,Appointment for psychologist,
7009409,How can I see a counsellor?,"You can find directories of counsellors through their professional organizations. 
 Registered Clinical Counsellors: visit the BC Association of Clinical Counsellors 
 Canadian Certified Counsellors: visit the Canadian Counselling and Psychotherapy Association 
 Canadian Professional Counsellors: visit the Canadian Professional Counsellors Association 
 For more specialized counselling professionals, such as Marriage and Family Therapists, see the Federation of Associations for Counselling Therapists in British Columbia. 
 You can make an appointment on your own. You don?€?t need a doctor?€?s referral to see a counsellor. 
 Counsellors are not usually covered by MSP, so you?€?ll have to pay for the cost of the appointment yourself. Workplace extended health benefits, Employee (Family) Assistance Programs, or private health insurance plans may help cover some costs. Some counsellors may offer a sliding scale based on your income. If you?€?re facing financial hardship, you can ask when you make the appointment. 
 Learn more about lower-cost options to access counselling or email us with your location and our information and referrals team can see what options there may be in your community. 
 If you see a counsellor through a public mental health centre like a mental health team or outpatient psychiatry program, it will still be covered by MSP. Talk to your care provider if you have questions or want to learn more. 
 Indigenous community members can access some counselling services locally or through the First Nations Health Authority. Contact your local Band or local Friendship Centre, or contact the First Nations Health Authority."
,How to see counsellor?,
,See counsellor,
,How to find the list of counsellors?,
,counsellor list,
9630578,How can I find a support group?,"Support groups are a way for people with a common experience to help each other and learn from each other. There are support groups for people with any experience of mental illness, support groups for people with a specific diagnosis, support groups for family members and friends, and more. 
 Support groups are offered by community organizations, mental health service providers, schools, campuses, and support agencies. Here are some general resources to help you find a mental health or substance use related support group in BC: 
 Talk to your mental health care provider. They might be able to make recommendations. 
 The Mood Disorders Association of BC offers a network of peer support groups around the province for people who experience mental illnesses like mood disorders or post-traumatic stress disorder. They also have groups for family and friends. Groups are drop-in. 
 Many Canadian Mental Health Association branches offer support services, including support groups. If your local branch doesn?€?t have their own program, they can recommend other services in your community. 
 The BC Schizophrenia Society maintains a directory of support groups and other regular events for family members of people with a mental illness. 
 For groups related to alcohol or drug use, call the Alcohol and Drug Information Referral Service at 1-800-663-1441 or 604-660-9382 in the Lower Mainland. 
 For groups in the Lower Mainland, search the Red Book Online. 
 If you are at school or on campus, talk to a school counsellor or your campus?€? health and wellness office. 
 For online support, see some suggestions at www.heretohelp.bc.ca/discuss. This can be particularly useful if you don?€?t have a group in your community or have trouble getting to an in-person group. 
 In order to benefit the most from a support group, you need to feel safe enough to share your experiences and thoughts, and you need to feel comfortable supporting others. It can be helpful to contact the group facilitator or organizer ahead of time to see if a particular group might be a good fit for you. We have a checklist to help you evaluate support groups?€?including when it might be time to leave one. 
 Sometimes a group just doesn?€?t work for you, and that?€?s okay. If you feel comfortable, you can try talking to the facilitator to see if they can recommend another group that you can try."
,How to find a support group?,
,Support group list ,
,What kind of services can support group provide?,
,Major of support group,
1585622,Where can I find child and youth mental health services?,"To find help for a child or youth, you can: 
 Encourage your child to talk to a teacher or school counsellor 
 Talk to your family doctor or pediatrician, or go to a walk-in clinic 
 Contact your local Child & Youth Mental Health office on one of their walk-in days 
 Use Kelty Mental Health?€?s Help Finder Tool to find specific services and providers 
 Contact the Institute of Families for Child and Youth Mental Health?€?s Youth-in-Residence or Parent-in-Residence for guidance, information, and support. Youth-in-Residence and Parents-in-Residence are located around the province. If you don?€?t have one in your community, a Parent- or Youth-in-Residence at the Kelty Mental Health Resource Centre can help you by phone or email 
 Visit www.familysmart.ca for information and resources on child and youth mental health 
 For young people ages 12-24, visit foundrybc.ca to see if there is a Foundry Centre in your area. Foundry offers easy-to-access mental health care, physical health care, social services, and support out of one office."
,How to find child and youth mental health services?,
,Find child and youth mental health services,
,Child and youth mental health services,
,How to find child mental health services?,
